# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
source_sha	workstream	subject	decision	initial_europa_sha	verified_source_sha	pr	equivalent_source_sha	review	verification
19d31cf6faf7cf793d800d6bc0c894e874692688	S3	ldap: improve config access	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	a72f60519f52673a6d28d4ba2441edd2850bf727	LDAP privacy behavior identical; retain Europa response UUID field	LDAP module regression and retained Europa response UUID contract; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
57a2b4d50512d14fc1f0d27b167f2523a04324d1	S3	server: fix access for disable user 2fa	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	fb758afbbc3285d13e31088afee53572fb439dce	Exact stable patch-id duplicate of integrated source; validate adapted final behavior	AccountManagerImplTest and role/project regression; UI contract review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
113ccb28e3b1bddbc6daa95a7b00241e4bb94a37	S3	Upgrade axios to 0.31.1 which has the config merge fix	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	6c0e152ad2fd506868484eb97f8f26495fded5f5	Exact stable patch-id duplicate of integrated source; validate adapted final behavior	UI npm ci/lint/production build; 28 suites and 343 tests; semantic locale/Europa extension review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
3eb928bc72d0fa2ea94198839dcc3c12a003c776	S3	Escape HTML in username, VM display name and diagnostics output	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	2a027330579f85c4bf8939dcf1986bfe43571161	Changed lines identical; patch context differs	DiagnosticsServiceImplTest and DiagnosticsFilesListFactoryTest; HTML escaping and UI regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
07e09db0af5cf60684e9d4bea798ff46c3de48ff	S3	Fix issue in direct download and NFS templates	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	53a7c294658c62e3fa4fb421907875f34959f875	Exact stable patch-id duplicate of integrated source; validate adapted final behavior	NFS/HTTPS/Metalink downloader tests; TemplateUrlValidationOrderTest; exact final-path review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
7c872a988acf6e10858ced65bc3b4a567ab68f59	S3	api,server: improve async job storage	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	9b9d0cf63be733116b2ec40e20491ebe0a9a7d95	Changed behavior identical; import reordering differs	AsyncJobManagerTest/AsyncJobManagerImplTest/AsyncJobDataHelperTest; PasswordMaskingTest; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
5b325dd49e4c62424c8c5ebb86c7e5f3c23964fe	S3	Prevent command injections in get/run diagnostics API	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	f52f9da27bc14262f536043c9dc85e61e7364d5a	Exact stable patch-id duplicate of integrated source; validate adapted final behavior	DiagnosticsServiceImplTest and DiagnosticsFilesListFactoryTest; HTML escaping and UI regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
f320f552c331a7b573cc724f525535ca717df2e7	S3	oauth2: improve list providers api for access	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	aa77259f4815bade194ada7ff4ee63a75b1cbec8	Exact stable patch-id duplicate of integrated source; validate adapted final behavior	OAuth2 module 95 tests; real signed-token and request-flow fixtures; provider access tests; DB migration fixture; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
b17edb538e0f54c864e4c029b138ccf1fa9d984f	S3	oauth2: improve google provider flow	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	b98e1f568c6ff8f817a44de67a97f67220397600	Exact stable patch-id duplicate of integrated source; validate adapted final behavior	OAuth2 module 95 tests; real signed-token and request-flow fixtures; provider access tests; DB migration fixture; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
9781fb906a74949ffa8e19701fe46257fb596852	S3	api,server,kvm: improve backup repository mount handling	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	56ad044865bc539231a27fcb459326674b0d1fa5	Same argv security boundary; first source additionally covers update API and RBD/Linstor. Timeout, RBD XML, Linstor format and cache-mode adaptation included	BackupManagerTest; LibvirtRestoreBackupCommandWrapperTest 14 cases including argv/timeout/RBD XML/Linstor/cache; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
2c7f13b709fc6a76da75d5f55849bdcc35224541	S3	webhook: additional check for payload url	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	1790275babdfc4eadd86d71517c36a0ef0097d31	Exact stable patch-id duplicate of integrated source; validate adapted final behavior	Webhook module 253 tests including owner/domain access and destination URL policy; UI regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
04598336311f821ea6bcf2e21599b59f9f08c1f3	S3	saml: reject signed SAMLResponse when IdP has no signing certificate registered	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	f2df4d9754a66179d4a86adef992c150073abf43	Exact stable patch-id duplicate of integrated source; validate adapted final behavior	SAML module 41 tests including real response/assertion signatures and registered IdP certificate fixtures; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
8985a1fc7c2bd18ce69a0ef3404f1688aeef99dc	S3	add access validation for the deleteUserData, linkUserDataToTemplate and resetUserDataForVirtualMachine APIs	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	72bdf5989bd8060e472acfc9baee4ead2aa34835	Changed lines identical; patch context differs	UserDataManagerImplTest and TemplateManagerImplTest access-denial cases; inherited BaseDeployVMCmd ACL review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
6136ac93854b53607f09ee42bf1a80a1b7187fce	S3	api: add ACL on ApiConstants.USER_DATA_ID	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	d463cb42a84726b7def26d06f008f77157983b5e	Same USER_DATA_ID ACL; Europa parameter is inherited from BaseDeployVMCmd	UserDataManagerImplTest and TemplateManagerImplTest access-denial cases; inherited BaseDeployVMCmd ACL review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
d7b4f35825a13fd77369b58c842e9a7d5a681ce9	S2	fixes after forward-merge	Applied	2d4194a01c765341ed12ac49dab97185b6042593	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	Webhook module 253 tests including owner/domain access and destination URL policy; UI regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
8b72a16d61f669ad1141a4c2aefcc331fc90e453	S2	build: fixes after forward-merge	Applied	30aba7a41b63526f1ed430e6b27a5271e4f2e745	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	AccountManagerImplTest and role/project regression; UI contract review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
